text,sentiment,source
i am more than happy with this product,positive,amazon
poor construction,negative,amazon
this is infuriating,negative,amazon
overall i would recommend this phone over the new walkman,positive,amazon
sprint charges for this service,negative,amazon
it is cheap and it feel and look just as cheap,negative,amazon
it fits my ear well and is comfortable on,positive,amazon
it doesn't work in europe or asia,negative,amazon
clipping this to your belt will deffinitely make you feel like 50 cent's up and coming,positive,amazon
i like design and look of jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear,positive,amazon
i was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price,positive,amazon
the worst phone from samsung crap this crappy samsung e715 is the worst i have ever seeen,negative,amazon
the charger worked for about a week and then completely stopped charging my phone,negative,amazon
poor product,negative,amazon
however i needed some better instructions,negative,amazon
you need two hands to operate the screen this software interface is decade old and cannot compete with new software designs,negative,amazon
worked very well paired with a treo 700w and as a skype headset on my pc using a usb bluetooth transceiver,positive,amazon
steer clear of this product and go with the genuine palm replacementr pens which come in a three pack,negative,amazon
do not buy do not buyit sucks,negative,amazon
this is a great product sure beats using your fingers,positive,amazon
plus i seriously do not believe it is worth its steep price point,negative,amazon
all the other cases i've tried normally fall apart after a few months but this one seems to be in for the long haul,positive,amazon
very dissapointing performance,negative,amazon
don't make the same mistake that i did and please don't buy this phone,negative,amazon
this phone might well be the worst i've ever had in any brand,negative,amazon
case was more or less an extra that i originally put on but later discarded because it scratched my ear,negative,amazon
i recommend igo to anyone with different brand cell phones mp3 players in the family,positive,amazon
don't bother go to the store,negative,amazon
i posted more detailed comments under the grey or black phone but i have the fire red and it's a great color,positive,amazon
i did not have any problem with this item and would order it again if needed,positive,amazon
you get what you pay for i guess,negative,amazon
not only did the software do a great job of this i could also make my own ringtones form my existing cds without an internet connection,positive,amazon
im surprised this is a good quality car charger and there's not much reviews about it,positive,amazon
these are fabulous,positive,amazon
however bt headsets are currently not good for real time games like first person shooters since the audio delay messes me up,negative,amazon
i used bitpim a free program you can find on the internet to transfer data to the phone the price of the cable was excellent,positive,amazon
disappointing accessory from a good manufacturer,negative,amazon
performed awful muffled tinny incoming sound and severe echo for those on the other end of the call,negative,amazon
very wind resistant,positive,amazon
obviously they have a terrible customer service so you get what you pay for,negative,amazon
